State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
South Dakota,378.20999999999998,189,351.26999999999998,216,123.94,22,2014-07-01
Tennessee,353.29000000000002,1934,224.91999999999999,1587,186.56999999999999,185,2014-07-01
Texas,337.88,7242,232.72999999999999,7228,144.18000000000001,1033,2014-07-01
Utah,289.31,825,238.86000000000001,889,204.58000000000001,56,2014-07-01
Vermont,375.80000000000001,322,319.56999999999999,291,190.36000000000001,26,2014-07-01
Virginia,368.75999999999999,3005,291.44,2539,222.18000000000001,247,2014-07-01
Washington,232.05000000000001,2840,189.94,2909,138.47,136,2014-07-01
West Virginia,354.39999999999998,471,215.09999999999999,459,155.80000000000001,49,2014-07-01
Wisconsin,353.38999999999999,1935,271.85000000000002,1776,237.56,145,2014-07-01
Wyoming,351.77999999999997,110,360.08999999999997,159,161.30000000000001,12,2014-07-01
Alabama,340.63,1381,203.53999999999999,1239,145.78999999999999,160,2014-08-01
Alaska,288.33999999999997,324,260.56,399,403.32999999999998,33,2014-08-01
Arizona,300.70999999999998,2384,209.03999999999999,2112,185.63999999999999,279,2014-08-01
Arkansas,348.99000000000001,741,181.59999999999999,715,126.2,134,2014-08-01
California,245.36000000000001,14948,191.58000000000001,16665,188.03,976,2014-08-01
Colorado,238.05000000000001,2799,196.72999999999999,2410,227.49000000000001,167,2014-08-01
Connecticut,341.76999999999998,1603,272.99000000000001,1733,254.44,105,2014-08-01
Delaware,367.26999999999998,441,229.22999999999999,375,204.86000000000001,39,2014-08-01
District of Columbia,346.37,567,287.5,485,209.83000000000001,47,2014-08-01
Florida,301.70999999999998,8404,217.68000000000001,7056,151.86000000000001,632,2014-08-01
Georgia,326.73000000000002,3944,216.59,2986,145.62,278,2014-08-01
Hawaii,309.87,409,265.57999999999998,456,174.22999999999999,29,2014-08-01
Idaho,276.41000000000003,391,249.06999999999999,580,165.19,31,2014-08-01
Illinois,355.77999999999997,5004,283.20999999999998,4725,194,408,2014-08-01
Indiana,333.19,2118,211.09999999999999,1943,154.31999999999999,295,2014-08-01
Iowa,367.18000000000001,865,290.62,879,249.30000000000001,112,2014-08-01
Kansas,351.17000000000002,1041,262.43000000000001,859,121.73,130,2014-08-01
Kentucky,338.52999999999997,1306,182.44,1301,123.13,165,2014-08-01
Louisiana,366.72000000000003,1363,244.27000000000001,1175,144.49000000000001,287,2014-08-01
Maine,317.67000000000002,551,246.02000000000001,564,272.94999999999999,59,2014-08-01
Montana,266.89999999999998,680,242.91,330,588.03999999999996,29,2014-08-01
Nebraska,341.38,631,250.49000000000001,625,133.37,73,2014-08-01
Nevada,269.23000000000002,1105,229.52000000000001,1236,235.30000000000001,75,2014-08-01
New Hampshire,358.26999999999998,528,290.64999999999998,577,617.09000000000003,46,2014-08-01
New Jersey,349.49000000000001,2742,288.25,3620,226.25,235,2014-08-01
New Mexico,289.74000000000001,696,201.40000000000001,566,94.879999999999995,58,2014-08-01
New York,347.23000000000002,7041,265.5,7573,208.24000000000001,563,2014-08-01
North Carolina,349.70999999999998,3594,245.03999999999999,2586,149.12,278,2014-08-01
North Dakota,405.04000000000002,185,364.94999999999999,270,336.50999999999999,21,2014-08-01
Ohio,334.88,3796,217.47999999999999,3735,165.61000000000001,499,2014-08-01
Oklahoma,363.94,944,233.22,920,121.66,169,2014-08-01
Oregon,208.90000000000001,1968,183.83000000000001,1713,175.19999999999999,81,2014-08-01
Maryland,370.48000000000002,2520,252.06,2101,187.53,178,2014-08-01
Massachusetts,350.48000000000002,3616,289.19999999999999,3215,221.53,265,2014-08-01
Michigan,291.98000000000002,3642,275.52999999999997,3260,266.25,270,2014-08-01
Minnesota,357.82999999999998,2120,276.29000000000002,2104,184.69999999999999,114,2014-08-01
Mississippi,335.64999999999998,534,145.63999999999999,467,146.12,128,2014-08-01
Missouri,357.47000000000003,1977,245.38999999999999,1802,145.81,271,2014-08-01
Pennsylvania,366.06999999999999,4896,267.35000000000002,4264,193.19,458,2014-08-01
Rhode Island,322.31,642,257.95999999999998,462,199.96000000000001,40,2014-08-01
South Carolina,342.13999999999999,1479,201.59999999999999,1211,186.16,148,2014-08-01
South Dakota,377.37,194,351.5,223,123.94,22,2014-08-01
Tennessee,353.13999999999999,1986,225.61000000000001,1633,184.16,191,2014-08-01
Texas,337.48000000000002,7440,233.22999999999999,7484,144.12,1052,2014-08-01
Utah,287.31999999999999,859,238.33000000000001,911,207.34999999999999,57,2014-08-01
Vermont,375.26999999999998,328,317.08999999999997,307,190.36000000000001,27,2014-08-01
Virginia,367.63,3081,291.99000000000001,2621,224.06999999999999,255,2014-08-01
Washington,232.88999999999999,2976,190.09999999999999,3087,138.02000000000001,138,2014-08-01
West Virginia,354.37,488,214.93000000000001,469,145.37,55,2014-08-01
Wisconsin,353.19,1990,271.82999999999998,1857,250.78999999999999,147,2014-08-01
Wyoming,349.69,116,349.89999999999998,166,161.30000000000001,12,2014-08-01
Alabama,339.19999999999999,1043,198.63999999999999,933,149.49000000000001,123,2014-01-02
Alaska,289.67000000000002,254,261.30000000000001,299,388.57999999999998,26,2014-01-02
Arizona,303.36000000000001,1943,209.38,1627,189.44999999999999,222,2014-01-02
Arkansas,361.85000000000002,576,185.62,544,125.40000000000001,113,2014-01-02
California,248.66999999999999,12125,193.56,12836,192.80000000000001,779,2014-01-02
Colorado,236.19999999999999,2165,196.72999999999999,1751,213.5,128,2014-01-02
Connecticut,347.83999999999997,1296,274.24000000000001,1318,257.36000000000001,91,2014-01-02
Delaware,373.18000000000001,347,226.25,273,199.88,34,2014-01-02
District of Columbia,352.01999999999998,434,295.67000000000002,349,213.72,39,2014-01-02
Florida,306.35000000000002,6518,219.97,5241,158.19,515,2014-01-02
Georgia,332.23000000000002,3106,213.49000000000001,2275,153.44999999999999,229,2014-01-02
Hawaii,310.95999999999998,328,270.38,350,160.46000000000001,25,2014-01-02
Idaho,276.05000000000001,315,254.96000000000001,445,132.61000000000001,20,2014-01-02
Illinois,359.68000000000001,4014,287.25,3648,180.56999999999999,331,2014-01-02
Indiana,336.79000000000002,1668,206.69999999999999,1450,153.84999999999999,249,2014-01-02
Iowa,372.38,699,292.42000000000002,650,252.24000000000001,103,2014-01-02
Kansas,353.66000000000003,839,260.60000000000002,631,124.27,109,2014-01-02
Kentucky,337.56999999999999,1015,182.99000000000001,987,120.31,132,2014-01-02
Louisiana,377.69,1074,243.47999999999999,867,153.72999999999999,224,2014-01-02
Maine,321.10000000000002,450,259.18000000000001,425,214.80000000000001,52,2014-01-02
Montana,279.73000000000002,585,257.98000000000002,258,734.64999999999998,22,2014-01-02
Nebraska,352.63999999999999,508,247.03,510,142.99000000000001,62,2014-01-02
Nevada,269.63,901,218.53999999999999,929,231.08000000000001,61,2014-01-02
New Hampshire,366.33999999999997,423,289.81,441,561.04999999999995,38,2014-01-02
New Jersey,354.80000000000001,2246,294.35000000000002,2803,225.62,185,2014-01-02
New Mexico,293.86000000000001,565,216.55000000000001,434,63.700000000000003,42,2014-01-02
New York,351.97000000000003,5810,268.88,5834,190.49000000000001,483,2014-01-02
North Carolina,355.68000000000001,2778,247.06999999999999,1914,152.09,226,2014-01-02
North Dakota,412.83999999999997,137,361.94999999999999,200,269.55000000000001,13,2014-01-02
Ohio,336.58999999999997,3054,212.58000000000001,2822,168.87,399,2014-01-02
Oklahoma,364.62,755,228.41,668,121.59999999999999,131,2014-01-02
Oregon,213.38999999999999,1615,188.55000000000001,1336,175.87,61,2014-01-02
Maryland,380.56,1967,248.63,1549,196.59,152,2014-01-02
Massachusetts,354.57999999999998,2886,297.17000000000002,2472,217.88999999999999,219,2014-01-02
Michigan,299.33999999999997,3055,277.63,2529,227.47999999999999,230,2014-01-02
Minnesota,371.19,1717,280.60000000000002,1535,183.28999999999999,101,2014-01-02
Mississippi,340.70999999999998,412,150.02000000000001,350,137.28999999999999,95,2014-01-02
Missouri,371.56999999999999,1559,241.53,1288,153.47999999999999,204,2014-01-02
Pennsylvania,372.63999999999999,3831,266.50999999999999,3213,194.12,364,2014-01-02
Rhode Island,335.12,530,262.06999999999999,360,207.93000000000001,33,2014-01-02
South Carolina,349.02999999999997,1155,202.12,904,176.93000000000001,119,2014-01-02
South Dakota,387.80000000000001,161,362.69999999999999,167,125.68000000000001,20,2014-01-02
Tennessee,359.75,1546,223.80000000000001,1222,199.5,148,2014-01-02
Texas,343.35000000000002,6002,235.68000000000001,5642,141.72999999999999,852,2014-01-02
Utah,291.69999999999999,687,232.77000000000001,667,169.84,42,2014-01-02
Vermont,379.88,277,323.31,225,187.06,24,2014-01-02
Virginia,373.62,2478,288.26999999999998,1962,223.02000000000001,202,2014-01-02
Washington,236.13,2354,191.96000000000001,2349,148.33000000000001,108,2014-01-02
West Virginia,359.80000000000001,351,197.22999999999999,368,158.25,40,2014-01-02
Wisconsin,358.19,1627,268.43000000000001,1371,231.03999999999999,126,2014-01-02
Wyoming,355.89999999999998,93,378.94999999999999,134,161.30000000000001,11,2014-01-02
Alabama,338.87,1097,199.88999999999999,985,152.02000000000001,129,2014-02-02
Alaska,288.81,265,254.5,313,388.57999999999998,26,2014-02-02
Arizona,303.22000000000003,2021,210.06999999999999,1708,195.31999999999999,229,2014-02-02
Arkansas,359.41000000000003,604,183.03999999999999,575,128.27000000000001,120,2014-02-02
California,248.21000000000001,12580,192.72999999999999,13424,191.69999999999999,805,2014-02-02
Colorado,237.55000000000001,2310,198.28,1903,223.47,138,2014-02-02
Connecticut,346.72000000000003,1347,273.89999999999998,1388,252.31,95,2014-02-02
Delaware,373.45999999999998,365,227.38,285,199.88,34,2014-02-02
District of Columbia,349.63999999999999,463,292.22000000000003,371,211.38,40,2014-02-02
Florida,305.88,6836,219.88,5527,156.94,532,2014-02-02
Georgia,332.14999999999998,3240,214.25999999999999,2377,154.46000000000001,234,2014-02-02
Hawaii,307.75999999999999,338,272.99000000000001,370,162.11000000000001,26,2014-02-02
Idaho,275.30000000000001,327,257.48000000000002,465,133.75,22,2014-02-02
Illinois,356.79000000000002,4198,287.77999999999997,3819,176.78999999999999,355,2014-02-02
Indiana,335.31999999999999,1750,208.52000000000001,1530,161.44,255,2014-02-02
Iowa,369.76999999999998,725,292.44999999999999,684,251.78,105,2014-02-02
Kansas,354.82999999999998,863,261.31,669,113.7,111,2014-02-02
Kentucky,338.85000000000002,1060,181.5,1031,125.11,138,2014-02-02
Louisiana,374.19999999999999,1137,242.81,911,149.56,239,2014-02-02
Maine,319.11000000000001,471,259.83999999999997,453,214.80000000000001,52,2014-02-02
Montana,271.16000000000003,601,251.43000000000001,272,734.64999999999998,22,2014-02-02
Nebraska,349.72000000000003,535,248.44,531,142.50999999999999,63,2014-02-02
Nevada,270.12,938,219.36000000000001,972,252.49000000000001,63,2014-02-02
New Hampshire,376.82999999999998,450,285.94,473,550.95000000000005,40,2014-02-02
New Jersey,354.58999999999997,2323,292.62,2937,230.03999999999999,199,2014-02-02
New Mexico,293.37,588,205.27000000000001,452,63.700000000000003,42,2014-02-02
New York,352.31999999999999,6056,268.57999999999998,6118,189.86000000000001,498,2014-02-02
North Carolina,355.33999999999997,2925,247.30000000000001,2004,150.81,237,2014-02-02
North Dakota,408.37,144,335.38,216,331.89999999999998,15,2014-02-02
Ohio,336.44,3189,213.69,2969,167.25999999999999,414,2014-02-02
Oklahoma,364.74000000000001,793,228.53,715,120.16,136,2014-02-02
Oregon,212.27000000000001,1680,188.96000000000001,1384,174.52000000000001,65,2014-02-02
Maryland,379.93000000000001,2066,250.02000000000001,1644,194.99000000000001,154,2014-02-02
Massachusetts,352.88999999999999,3000,296.81,2585,220.80000000000001,226,2014-02-02
Michigan,298.13999999999999,3163,276.44,2651,228.03999999999999,233,2014-02-02
Minnesota,370.06,1788,278.01999999999998,1631,181.28,103,2014-02-02
Mississippi,339.25999999999999,431,149.09999999999999,370,143.99000000000001,105,2014-02-02
Missouri,367.41000000000003,1637,242.09999999999999,1357,149.58000000000001,214,2014-02-02
Pennsylvania,371.30000000000001,4027,266.44,3400,193.02000000000001,384,2014-02-02
Rhode Island,333.49000000000001,549,261.14999999999998,377,201.75,34,2014-02-02
South Carolina,346.08999999999997,1211,202.25,952,173.87,126,2014-02-02
South Dakota,389.89999999999998,170,368.94,176,125.68000000000001,20,2014-02-02
Tennessee,358.06,1632,225.31999999999999,1302,195.96000000000001,158,2014-02-02
Texas,342.12,6255,236.03999999999999,5994,142.88,888,2014-02-02
Utah,293.06,712,233.24000000000001,720,187.94999999999999,45,2014-02-02
Vermont,377.22000000000003,289,321.36000000000001,242,187.63999999999999,25,2014-02-02
Virginia,373.62,2588,287.97000000000003,2082,227.34,219,2014-02-02
Washington,235.41999999999999,2435,191.21000000000001,2466,153.13999999999999,114,2014-02-02
West Virginia,364.27999999999997,379,197.44999999999999,390,158.30000000000001,41,2014-02-02
Wisconsin,357.72000000000003,1699,270.32999999999998,1455,233.38999999999999,133,2014-02-02
Wyoming,354.02999999999997,94,378.81999999999999,138,161.30000000000001,11,2014-02-02
Alabama,340.10000000000002,1142,202.96000000000001,1037,146.33000000000001,133,2014-03-02
Alaska,286.77999999999997,281,251.87,324,388.57999999999998,26,2014-03-02
Arizona,302.94,2095,209.50999999999999,1779,195.16,239,2014-03-02
Arkansas,357.73000000000002,630,182.91,593,126.75,125,2014-03-02
California,247.56999999999999,12999,193.02000000000001,13926,192.19999999999999,841,2014-03-02
Colorado,237.88999999999999,2405,197.59,1988,226.22,145,2014-03-02
Connecticut,347.04000000000002,1391,274.14999999999998,1459,252.31,95,2014-03-02
Delaware,371.63999999999999,377,228.71000000000001,296,206.61000000000001,36,2014-03-02
District of Columbia,350.61000000000001,479,294.38999999999999,390,208.53,41,2014-03-02
Florida,305.27999999999997,7152,219.88999999999999,5824,152.87,551,2014-03-02
Georgia,330.94,3373,214.03999999999999,2472,151.91999999999999,240,2014-03-02
Hawaii,307.95999999999998,353,274.75,384,167.62,27,2014-03-02
Idaho,275.60000000000002,335,256.69,490,129.38999999999999,24,2014-03-02
Illinois,358.04000000000002,4360,287.32999999999998,3959,177.97999999999999,362,2014-03-02
Indiana,334.44,1829,207.86000000000001,1595,168.44,262,2014-03-02
Iowa,370.98000000000002,751,291.33999999999997,717,247.69,107,2014-03-02
Kansas,352.25999999999999,899,261.80000000000001,710,114.26000000000001,114,2014-03-02
Kentucky,337.49000000000001,1104,181.16,1068,124.52,142,2014-03-02
Louisiana,373.08999999999997,1170,242.25999999999999,957,149.38,248,2014-03-02
Maine,319.45999999999998,482,258.64999999999998,469,213.47999999999999,53,2014-03-02
Montana,269.87,615,257.02999999999997,285,704.88999999999999,23,2014-03-02
Nebraska,347.68000000000001,555,249.25,553,141.75999999999999,65,2014-03-02
Nevada,268.39999999999998,964,217.94,1021,252.49000000000001,63,2014-03-02
New Hampshire,370.08999999999997,463,289.41000000000003,483,677.38,41,2014-03-02
New Jersey,353.25999999999999,2398,291.85000000000002,3053,231.68000000000001,207,2014-03-02
New Mexico,291.14999999999998,612,216.16,472,69.760000000000005,43,2014-03-02
New York,351.29000000000002,6214,267.62,6365,189.28,508,2014-03-02
North Carolina,354.43000000000001,3041,247.69999999999999,2102,151.27000000000001,246,2014-03-02
North Dakota,401.47000000000003,156,353.26999999999998,229,363.11000000000001,16,2014-03-02
Ohio,336.07999999999998,3313,213.41999999999999,3112,165.97999999999999,426,2014-03-02
Oklahoma,365.25,825,227.49000000000001,744,116.09999999999999,146,2014-03-02
Oregon,211.90000000000001,1732,188.58000000000001,1452,169.34,68,2014-03-02
Maryland,379.5,2150,250.97,1715,191.00999999999999,163,2014-03-02
Massachusetts,351.97000000000003,3098,295.76999999999998,2692,218.96000000000001,233,2014-03-02
Michigan,297.41000000000003,3245,273.85000000000002,2759,226.38,240,2014-03-02
Minnesota,368.98000000000002,1847,277.74000000000001,1703,179.69999999999999,104,2014-03-02
Mississippi,339.44999999999999,452,146.75,394,140,113,2014-03-02
Missouri,367.31999999999999,1708,243.00999999999999,1416,149.40000000000001,217,2014-03-02
Pennsylvania,370.36000000000001,4215,266.79000000000002,3577,190.52000000000001,394,2014-03-02
Rhode Island,332.33999999999997,571,259.32999999999998,387,201.75,34,2014-03-02
South Carolina,345.87,1267,202.41,998,186.66,131,2014-03-02
South Dakota,387.88999999999999,177,352.93000000000001,184,124.17,21,2014-03-02
Tennessee,356.31,1690,227.16,1363,192.43000000000001,168,2014-03-02
Texas,341.56999999999999,6509,235.38,6279,144.44999999999999,933,2014-03-02
Utah,292.86000000000001,736,234.59,760,189.78,47,2014-03-02
Vermont,376.95999999999998,293,320.60000000000002,256,187.63999999999999,25,2014-03-02
Virginia,372.85000000000002,2663,288.16000000000003,2168,226.38999999999999,225,2014-03-02
Washington,234.90000000000001,2524,191.55000000000001,2566,146.31999999999999,117,2014-03-02
West Virginia,362.12,404,217.31999999999999,403,160.38,43,2014-03-02
Wisconsin,356.95999999999998,1756,269.85000000000002,1513,238.37,138,2014-03-02
Wyoming,352.41000000000003,97,378.45999999999998,144,161.30000000000001,11,2014-03-02
Alabama,341,1210,204.31999999999999,1084,145.88,141,2014-04-02
Alaska,287.58999999999997,286,256.69,345,388.57999999999998,26,2014-04-02
Arizona,302.13999999999999,2153,208.69,1858,193.93000000000001,251,2014-04-02
Arkansas,352.55000000000001,661,183.16999999999999,619,129.25999999999999,127,2014-04-02
California,246.72,13413,192.94999999999999,14541,191.96000000000001,864,2014-04-02
Colorado,237.47,2512,197.22999999999999,2089,226.28,150,2014-04-02
